snapshot_date,snapshot_timestamp,event_id,sport_key,sport_title,commence_time,home_team,away_team,bookmaker_key,bookmaker_title,bookmaker_last_update,market_key,market_last_update,home_price,away_price,draw_price
20260403,2026-04-03 00:16:45 EDT,05b4546ee775071ed92ea4b756550cc8,basketball_wncaab,WNCAAB,2026-04-03T23:00:00Z,UConn Huskies,South Carolina Gamecocks,draftkings,DraftKings,2026-04-03T04:16:44Z,h2h,2026-04-03T04:16:44Z,-305,245,
20260403,2026-04-03 00:16:45 EDT,05b4546ee775071ed92ea4b756550cc8,basketball_wncaab,WNCAAB,2026-04-03T23:00:00Z,UConn Huskies,South Carolina Gamecocks,fanduel,FanDuel,2026-04-03T04:16:21Z,h2h,2026-04-03T04:16:21Z,-300,235,
20260403,2026-04-03 00:16:45 EDT,05b4546ee775071ed92ea4b756550cc8,basketball_wncaab,WNCAAB,2026-04-03T23:00:00Z,UConn Huskies,South Carolina Gamecocks,betmgm,BetMGM,2026-04-03T04:16:09Z,h2h,2026-04-03T04:16:09Z,-325,260,
20260403,2026-04-03 00:16:45 EDT,05b4546ee775071ed92ea4b756550cc8,basketball_wncaab,WNCAAB,2026-04-03T23:00:00Z,UConn Huskies,South Carolina Gamecocks,betrivers,BetRivers,2026-04-03T04:16:44Z,h2h,2026-04-03T04:16:44Z,-360,250,
20260403,2026-04-03 00:16:45 EDT,98c5a1da1f89a9a3b8b53a6c689caf93,basketball_wncaab,WNCAAB,2026-04-04T01:30:00Z,UCLA Bruins,Texas Longhorns,draftkings,DraftKings,2026-04-03T04:16:44Z,h2h,2026-04-03T04:16:44Z,114,-135,
20260403,2026-04-03 00:16:45 EDT,98c5a1da1f89a9a3b8b53a6c689caf93,basketball_wncaab,WNCAAB,2026-04-04T01:30:00Z,UCLA Bruins,Texas Longhorns,fanduel,FanDuel,2026-04-03T04:16:21Z,h2h,2026-04-03T04:16:21Z,118,-144,
20260403,2026-04-03 00:16:45 EDT,98c5a1da1f89a9a3b8b53a6c689caf93,basketball_wncaab,WNCAAB,2026-04-04T01:30:00Z,UCLA Bruins,Texas Longhorns,betrivers,BetRivers,2026-04-03T04:16:44Z,h2h,2026-04-03T04:16:44Z,112,-148,
20260403,2026-04-03 00:16:45 EDT,98c5a1da1f89a9a3b8b53a6c689caf93,basketball_wncaab,WNCAAB,2026-04-04T01:30:00Z,UCLA Bruins,Texas Longhorns,betmgm,BetMGM,2026-04-03T04:16:09Z,h2h,2026-04-03T04:16:09Z,120,-145,
20260403,2026-04-03 02:54:39 EDT,05b4546ee775071ed92ea4b756550cc8,basketball_wncaab,WNCAAB,2026-04-03T23:00:00Z,UConn Huskies,South Carolina Gamecocks,draftkings,DraftKings,2026-04-03T06:54:15Z,h2h,2026-04-03T06:54:15Z,-305,245,
20260403,2026-04-03 02:54:39 EDT,05b4546ee775071ed92ea4b756550cc8,basketball_wncaab,WNCAAB,2026-04-03T23:00:00Z,UConn Huskies,South Carolina Gamecocks,fanduel,FanDuel,2026-04-03T06:53:53Z,h2h,2026-04-03T06:53:53Z,-300,235,
20260403,2026-04-03 02:54:39 EDT,05b4546ee775071ed92ea4b756550cc8,basketball_wncaab,WNCAAB,2026-04-03T23:00:00Z,UConn Huskies,South Carolina Gamecocks,betmgm,BetMGM,2026-04-03T06:53:41Z,h2h,2026-04-03T06:53:41Z,-325,260,
20260403,2026-04-03 02:54:39 EDT,05b4546ee775071ed92ea4b756550cc8,basketball_wncaab,WNCAAB,2026-04-03T23:00:00Z,UConn Huskies,South Carolina Gamecocks,betrivers,BetRivers,2026-04-03T06:54:16Z,h2h,2026-04-03T06:54:16Z,-360,250,
20260403,2026-04-03 02:54:39 EDT,98c5a1da1f89a9a3b8b53a6c689caf93,basketball_wncaab,WNCAAB,2026-04-04T01:30:00Z,UCLA Bruins,Texas Longhorns,draftkings,DraftKings,2026-04-03T06:54:15Z,h2h,2026-04-03T06:54:15Z,114,-135,
20260403,2026-04-03 02:54:39 EDT,98c5a1da1f89a9a3b8b53a6c689caf93,basketball_wncaab,WNCAAB,2026-04-04T01:30:00Z,UCLA Bruins,Texas Longhorns,fanduel,FanDuel,2026-04-03T06:53:53Z,h2h,2026-04-03T06:53:53Z,118,-144,
20260403,2026-04-03 02:54:39 EDT,98c5a1da1f89a9a3b8b53a6c689caf93,basketball_wncaab,WNCAAB,2026-04-04T01:30:00Z,UCLA Bruins,Texas Longhorns,betrivers,BetRivers,2026-04-03T06:54:16Z,h2h,2026-04-03T06:54:16Z,112,-148,
20260403,2026-04-03 02:54:39 EDT,98c5a1da1f89a9a3b8b53a6c689caf93,basketball_wncaab,WNCAAB,2026-04-04T01:30:00Z,UCLA Bruins,Texas Longhorns,betmgm,BetMGM,2026-04-03T06:53:41Z,h2h,2026-04-03T06:53:41Z,120,-145,
