snapshot_date,snapshot_timestamp,event_id,sport_key,sport_title,commence_time,home_team,away_team,bookmaker_key,bookmaker_title,bookmaker_last_update,market_key,market_last_update,home_price,away_price,draw_price
20260314,2026-03-14 10:17:40 EDT,3d1e4cdd660475409a518f2ec0911355,basketball_wncaab,WNCAAB,2026-03-14T15:00:00Z,Miami (OH) RedHawks,Toledo Rockets,draftkings,DraftKings,2026-03-14T14:17:20Z,h2h,2026-03-14T14:17:20Z,-270,220,
20260314,2026-03-14 10:17:40 EDT,3d1e4cdd660475409a518f2ec0911355,basketball_wncaab,WNCAAB,2026-03-14T15:00:00Z,Miami (OH) RedHawks,Toledo Rockets,fanduel,FanDuel,2026-03-14T14:17:36Z,h2h,2026-03-14T14:17:36Z,-320,225,
20260314,2026-03-14 10:17:40 EDT,3d1e4cdd660475409a518f2ec0911355,basketball_wncaab,WNCAAB,2026-03-14T15:00:00Z,Miami (OH) RedHawks,Toledo Rockets,betrivers,BetRivers,2026-03-14T14:17:22Z,h2h,2026-03-14T14:17:22Z,-286,205,
20260314,2026-03-14 10:17:40 EDT,3d1e4cdd660475409a518f2ec0911355,basketball_wncaab,WNCAAB,2026-03-14T15:00:00Z,Miami (OH) RedHawks,Toledo Rockets,betmgm,BetMGM,2026-03-14T14:17:35Z,h2h,2026-03-14T14:17:35Z,-275,220,
20260314,2026-03-14 10:17:40 EDT,0f4f389715970ef869179ada6de82494,basketball_wncaab,WNCAAB,2026-03-14T17:00:00Z,Alabama St Hornets,Southern Jaguars,draftkings,DraftKings,2026-03-14T14:17:20Z,h2h,2026-03-14T14:17:20Z,270,-340,
20260314,2026-03-14 10:17:40 EDT,0f4f389715970ef869179ada6de82494,basketball_wncaab,WNCAAB,2026-03-14T17:00:00Z,Alabama St Hornets,Southern Jaguars,fanduel,FanDuel,2026-03-14T14:17:36Z,h2h,2026-03-14T14:17:36Z,265,-390,
20260314,2026-03-14 10:17:40 EDT,0f4f389715970ef869179ada6de82494,basketball_wncaab,WNCAAB,2026-03-14T17:00:00Z,Alabama St Hornets,Southern Jaguars,betmgm,BetMGM,2026-03-14T14:17:35Z,h2h,2026-03-14T14:17:35Z,250,-325,
20260314,2026-03-14 12:16:41 EDT,3d1e4cdd660475409a518f2ec0911355,basketball_wncaab,WNCAAB,2026-03-14T15:06:13Z,Miami (OH) RedHawks,Toledo Rockets,draftkings,DraftKings,2026-03-14T16:16:36Z,h2h,2026-03-14T16:16:36Z,-3200,1300,
20260314,2026-03-14 12:16:41 EDT,3d1e4cdd660475409a518f2ec0911355,basketball_wncaab,WNCAAB,2026-03-14T15:06:13Z,Miami (OH) RedHawks,Toledo Rockets,fanduel,FanDuel,2026-03-14T16:16:05Z,h2h,2026-03-14T16:16:05Z,-3500,920,
20260314,2026-03-14 12:16:41 EDT,3d1e4cdd660475409a518f2ec0911355,basketball_wncaab,WNCAAB,2026-03-14T15:06:13Z,Miami (OH) RedHawks,Toledo Rockets,betrivers,BetRivers,2026-03-14T16:16:30Z,h2h,2026-03-14T16:16:30Z,-5000,900,
